record-type,attack-v18-attack-id,attack-v19-attack-id,attack-v18-stix-id,attack-v19-stix-id,attack-v18-name,attack-v19-name,attack-v19-parent-attack-id,attack-v18-tactics,attack-v19-tactics,explanation,technique-change-type,tactic-change-type
Existing Technique,T1055.001,T1055.001,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,Process Injection: Dynamic-link Library Injection,Process Injection: Dynamic-link Library Injection,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.011,T1055.011,attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298,attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298,Process Injection: Extra Window Memory Injection,Process Injection: Extra Window Memory Injection,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.015,T1055.015,attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,attack-pattern--eb2cb5cb-ae87-4de0-8c35-da2a17aafb99,Process Injection: ListPlanting,Process Injection: ListPlanting,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.002,T1055.002,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,Process Injection: Portable Executable Injection,Process Injection: Portable Executable Injection,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.009,T1055.009,attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591,attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591,Process Injection: Proc Memory,Process Injection: Proc Memory,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.013,T1055.013,attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197,attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197,Process Injection: Process Doppelgänging,Process Injection: Process Doppelgänging,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.012,T1055.012,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,Process Injection: Process Hollowing,Process Injection: Process Hollowing,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.008,T1055.008,attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f,attack-pattern--ea016b56-ae0e-47fe-967a-cc0ad51af67f,Process Injection: Ptrace System Calls,Process Injection: Ptrace System Calls,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.003,T1055.003,attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6,attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6,Process Injection: Thread Execution Hijacking,Process Injection: Thread Execution Hijacking,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.005,T1055.005,attack-pattern--e49ee9d2-0d98-44ef-85e5-5d3100065744,attack-pattern--e49ee9d2-0d98-44ef-85e5-5d3100065744,Process Injection: Thread Local Storage,Process Injection: Thread Local Storage,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1055.014,T1055.014,attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5,attack-pattern--98be40f2-c86b-4ade-b6fc-4964932040e5,Process Injection: VDSO Hijacking,Process Injection: VDSO Hijacking,T1055,defense-evasion;privilege-escalation,stealth;privilege-escalation,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1620,T1620,attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a,attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a,Reflective Code Loading,Reflective Code Loading,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1207,T1207,attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a,attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a,Rogue Domain Controller,Rogue Domain Controller,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1014,T1014,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,Rootkit,Rootkit,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1679,T1679,attack-pattern--9b00925a-7c4b-4e53-bfc8-9a6a806fde03,attack-pattern--9b00925a-7c4b-4e53-bfc8-9a6a806fde03,Selective Exclusion,Selective Exclusion,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1553,T1553,attack-pattern--b83e166d-13d7-4b52-8677-dff90c548fd7,attack-pattern--b83e166d-13d7-4b52-8677-dff90c548fd7,Subvert Trust Controls,Subvert Trust Controls,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1553.002,T1553.002,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,Subvert Trust Controls: Code Signing,Subvert Trust Controls: Code Signing,T1553,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1553.006,T1553.006,attack-pattern--565275d5-fcc3-4b66-b4e7-928e4cac6b8c,attack-pattern--565275d5-fcc3-4b66-b4e7-928e4cac6b8c,Subvert Trust Controls: Code Signing Policy Modification,Subvert Trust Controls: Code Signing Policy Modification,T1553,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1553.001,T1553.001,attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e,attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e,Subvert Trust Controls: Gatekeeper Bypass,Subvert Trust Controls: Gatekeeper Bypass,T1553,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1553.004,T1553.004,attack-pattern--c615231b-f253-4f58-9d47-d5b4cbdb6839,attack-pattern--c615231b-f253-4f58-9d47-d5b4cbdb6839,Subvert Trust Controls: Install Root Certificate,Subvert Trust Controls: Install Root Certificate,T1553,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1553.005,T1553.005,attack-pattern--7e7c2fba-7cca-486c-9582-4c1bb2851961,attack-pattern--7e7c2fba-7cca-486c-9582-4c1bb2851961,Subvert Trust Controls: Mark-of-the-Web Bypass,Subvert Trust Controls: Mark-of-the-Web Bypass,T1553,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1553.003,T1553.003,attack-pattern--543fceb5-cb92-40cb-aacf-6913d4db58bc,attack-pattern--543fceb5-cb92-40cb-aacf-6913d4db58bc,Subvert Trust Controls: SIP and Trust Provider Hijacking,Subvert Trust Controls: SIP and Trust Provider Hijacking,T1553,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1218,T1218,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4,System Binary Proxy Execution,System Binary Proxy Execution,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.003,T1218.003,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,System Binary Proxy Execution: CMSTP,System Binary Proxy Execution: CMSTP,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.001,T1218.001,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,attack-pattern--a6937325-9321-4e2e-bb2b-3ed2d40b2a9d,System Binary Proxy Execution: Compiled HTML File,System Binary Proxy Execution: Compiled HTML File,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.002,T1218.002,attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f,attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f,System Binary Proxy Execution: Control Panel,System Binary Proxy Execution: Control Panel,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.015,T1218.015,attack-pattern--561ae9aa-c28a-4144-9eec-e7027a14c8c3,attack-pattern--561ae9aa-c28a-4144-9eec-e7027a14c8c3,System Binary Proxy Execution: Electron Applications,System Binary Proxy Execution: Electron Applications,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.004,T1218.004,attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,System Binary Proxy Execution: InstallUtil,System Binary Proxy Execution: InstallUtil,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.013,T1218.013,attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,System Binary Proxy Execution: Mavinject,System Binary Proxy Execution: Mavinject,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.014,T1218.014,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407,System Binary Proxy Execution: MMC,System Binary Proxy Execution: MMC,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.005,T1218.005,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade,System Binary Proxy Execution: Mshta,System Binary Proxy Execution: Mshta,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.007,T1218.007,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,System Binary Proxy Execution: Msiexec,System Binary Proxy Execution: Msiexec,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.008,T1218.008,attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071,attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071,System Binary Proxy Execution: Odbcconf,System Binary Proxy Execution: Odbcconf,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.009,T1218.009,attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8,attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8,System Binary Proxy Execution: Regsvcs/Regasm,System Binary Proxy Execution: Regsvcs/Regasm,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.010,T1218.010,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,System Binary Proxy Execution: Regsvr32,System Binary Proxy Execution: Regsvr32,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.011,T1218.011,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5,System Binary Proxy Execution: Rundll32,System Binary Proxy Execution: Rundll32,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1218.012,T1218.012,attack-pattern--808e6329-ca91-4b87-ac2d-8eadc5f8f327,attack-pattern--808e6329-ca91-4b87-ac2d-8eadc5f8f327,System Binary Proxy Execution: Verclsid,System Binary Proxy Execution: Verclsid,T1218,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1216,T1216,attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe,attack-pattern--f6fe9070-7a65-49ea-ae72-76292f42cebe,System Script Proxy Execution,System Script Proxy Execution,,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1216.001,T1216.001,attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58,attack-pattern--09cd431f-eaf4-4d2a-acaf-2a7acfe7ed58,System Script Proxy Execution: PubPrn,System Script Proxy Execution: PubPrn,T1216,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1216.002,T1216.002,attack-pattern--e6f19759-dde3-47fc-99cc-d9f5fa4ade60,attack-pattern--e6f19759-dde3-47fc-99cc-d9f5fa4ade60,System Script Proxy Execution: SyncAppvPublishingServer,System Script Proxy Execution: SyncAppvPublishingServer,T1216,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1221,T1221,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,Template Injection,Template Injection,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1205,T1205,attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,Traffic Signaling,Traffic Signaling,,command-and-control;defense-evasion;persistence,stealth;command-and-control;persistence,,Remains technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1205.001,T1205.001,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,Traffic Signaling: Port Knocking,Traffic Signaling: Port Knocking,T1205,command-and-control;defense-evasion;persistence,stealth;command-and-control;persistence,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1205.002,T1205.002,attack-pattern--005cc321-08ce-4d17-b1ea-cb5275926520,attack-pattern--005cc321-08ce-4d17-b1ea-cb5275926520,Traffic Signaling: Socket Filters,Traffic Signaling: Socket Filters,T1205,command-and-control;defense-evasion;persistence,stealth;command-and-control;persistence,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1127,T1127,attack-pattern--ff25900d-76d5-449b-a351-8824e62fc81b,attack-pattern--ff25900d-76d5-449b-a351-8824e62fc81b,Trusted Developer Utilities Proxy Execution,Trusted Developer Utilities Proxy Execution,,defense-evasion,stealth;execution,,Remains technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1127.002,T1127.002,attack-pattern--cc279e50-df85-4c8e-be80-6dc2eda8849c,attack-pattern--cc279e50-df85-4c8e-be80-6dc2eda8849c,Trusted Developer Utilities Proxy Execution: ClickOnce,Trusted Developer Utilities Proxy Execution: ClickOnce,T1127,defense-evasion,stealth;execution,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1127.003,T1127.003,attack-pattern--7d356151-a69d-404e-896b-71618952702a,attack-pattern--7d356151-a69d-404e-896b-71618952702a,Trusted Developer Utilities Proxy Execution: JamPlus,Trusted Developer Utilities Proxy Execution: JamPlus,T1127,defense-evasion,stealth;execution,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1127.001,T1127.001,attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,Trusted Developer Utilities Proxy Execution: MSBuild,Trusted Developer Utilities Proxy Execution: MSBuild,T1127,defense-evasion,stealth;execution,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1535,T1535,attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,Unused/Unsupported Cloud Regions,Unused/Unsupported Cloud Regions,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1550,T1550,attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,Use Alternate Authentication Material,Use Alternate Authentication Material,,defense-evasion;lateral-movement,lateral-movement,,Remains technique,Left Defense Evasion
Existing Technique,T1550.001,T1550.001,attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,Use Alternate Authentication Material: Application Access Token,Use Alternate Authentication Material: Application Access Token,T1550,defense-evasion;lateral-movement,lateral-movement,,Remains sub-technique,Left Defense Evasion
Existing Technique,T1550.002,T1550.002,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,Use Alternate Authentication Material: Pass the Hash,Use Alternate Authentication Material: Pass the Hash,T1550,defense-evasion;lateral-movement,lateral-movement,,Remains sub-technique,Left Defense Evasion
Existing Technique,T1550.003,T1550.003,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,Use Alternate Authentication Material: Pass the Ticket,Use Alternate Authentication Material: Pass the Ticket,T1550,defense-evasion;lateral-movement,lateral-movement,,Remains sub-technique,Left Defense Evasion
Existing Technique,T1550.004,T1550.004,attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,Use Alternate Authentication Material: Web Session Cookie,Use Alternate Authentication Material: Web Session Cookie,T1550,defense-evasion;lateral-movement,lateral-movement,,Remains sub-technique,Left Defense Evasion
Existing Technique,T1078,T1078,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,Valid Accounts,Valid Accounts,,defense-evasion;persistence;privilege-escalation;initial-access,stealth;persistence;privilege-escalation;initial-access,,Remains technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1078.004,T1078.004,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,Valid Accounts: Cloud Accounts,Valid Accounts: Cloud Accounts,T1078,defense-evasion;persistence;privilege-escalation;initial-access,stealth;persistence;privilege-escalation;initial-access,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1078.001,T1078.001,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d,attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d,Valid Accounts: Default Accounts,Valid Accounts: Default Accounts,T1078,defense-evasion;persistence;privilege-escalation;initial-access,stealth;persistence;privilege-escalation;initial-access,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1078.002,T1078.002,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,Valid Accounts: Domain Accounts,Valid Accounts: Domain Accounts,T1078,defense-evasion;persistence;privilege-escalation;initial-access,stealth;persistence;privilege-escalation;initial-access,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1078.003,T1078.003,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2,attack-pattern--fdc47f44-dd32-4b99-af5f-209f556f63c2,Valid Accounts: Local Accounts,Valid Accounts: Local Accounts,T1078,defense-evasion;persistence;privilege-escalation;initial-access,stealth;persistence;privilege-escalation;initial-access,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1497,T1497,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,Virtualization/Sandbox Evasion,Virtualization/Sandbox Evasion,,defense-evasion;discovery,stealth;discovery,,Remains technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1497.001,T1497.001,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,Virtualization/Sandbox Evasion: System Checks,Virtualization/Sandbox Evasion: System Checks,T1497,defense-evasion;discovery,stealth;discovery,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1497.003,T1497.003,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,Virtualization/Sandbox Evasion: Time Based Checks,Virtualization/Sandbox Evasion: Time Based Checks,T1497,defense-evasion;discovery,stealth;discovery,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1497.002,T1497.002,attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,Virtualization/Sandbox Evasion: User Activity Based Checks,Virtualization/Sandbox Evasion: User Activity Based Checks,T1497,defense-evasion;discovery,stealth;discovery,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1600,T1600,attack-pattern--1f9012ef-1e10-4e48-915e-e03563435fe8,attack-pattern--1f9012ef-1e10-4e48-915e-e03563435fe8,Weaken Encryption,Weaken Encryption,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1600.002,T1600.002,attack-pattern--7efba77e-3bc4-4ca5-8292-d8201dcd64b5,attack-pattern--7efba77e-3bc4-4ca5-8292-d8201dcd64b5,Weaken Encryption: Disable Crypto Hardware,Weaken Encryption: Disable Crypto Hardware,T1600,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1600.001,T1600.001,attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8,attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8,Weaken Encryption: Reduce Key Space,Weaken Encryption: Reduce Key Space,T1600,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1220,T1220,attack-pattern--ebbe170d-aa74-4946-8511-9921243415a3,attack-pattern--ebbe170d-aa74-4946-8511-9921243415a3,XSL Script Processing,XSL Script Processing,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
New Technique,,T1686.003,,attack-pattern--291ede6c-1473-454c-b614-5ac5ea63c987,,Disable or Modify System Firewall: Windows Host Firewall,T1686,,defense-impairment,,Became a new sub-technique,N/A
New Technique,,T1687,,attack-pattern--01c9b54f-c04e-41ba-b0c3-cfe784b3a463,,Exploitation for Defense Impairment,,,defense-impairment,,Became a new technique,N/A
New Technique,,T1684,,attack-pattern--41e4d77a-6275-4976-9e35-785985598519,,Social Engineering,,,stealth,,Became a new technique,N/A
